;;Acuan Pencarian;;ditampilkan;;;;;;;;;;;;;;;
Supplier;Name;Order;Supplier;Internal Reference;Item Number;Description;Description2;Quantity Ordered;Unit of Measure; PO Cost ;Currency;Taxable;Tax Class;Tax Rate;Receipt Date;External Reference;Transaction Date;Receipt Quantity;Receipt_Price
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231712;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;168.000,00;PC;410;IDR;Yes;PPN;12,00%;24/07/2025;CNK-DO-25-07-0617;24/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231713;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;24/07/2025;CNK-DO-25-07-0617;24/07/2025;3.000,00;216.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231777;KYB-FU016-O;UNDER BRACKET;12201-02059-GJ9;304.000,00;PC;451;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0622;25/07/2025;8.000,00;3.608.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231778;SIM-FJ014-O;JOINT METAL B;HKVB2-436-00-IN;152.000,00;PC;410;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0631;25/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231780;AHM-FJ022-O;JOINT BREATHER;11106-KAB -3002;168.000,00;PC;83;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0621;25/07/2025;6.000,00;498.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231779;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0630;25/07/2025;9.000,00;648.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231779;AHM-FW086-O;WASHER SEALING 6 MM;90401-K0JA-N000;270.000,00;PC;58;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0630;25/07/2025;30.000,00;1.740.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231779;SIM-FB027-O;BUMP STOPPER COMP;C7551-138-10-IN;30.720,00;PC;279;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0630;25/07/2025;1.440,00;401.760,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231779;SIM-FB028-O;BUMP STOPPER COMP;C7551-138-00-IN;10.560,00;PC;270;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0630;25/07/2025;840;226.800,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231780;SAS-FJ031-O;JOINT DRAIN;11345-GAG-7503;66.000,00;PC;30;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0621;25/07/2025;10.000,00;300.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231780;SIM-FJ014-O;JOINT METAL B;HKVB2-436-00-IN;216.000,00;PC;410;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0621;25/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231789;KYB-FS033-O;SPRING SEAT;12201-02621-OZ1;9.600,00;PC;200;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0634;28/07/2025;1.600,00;320.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231791;AHM-FJ022-O;JOINT BREATHER;11106-KAB -3002;144.000,00;PC;83;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0635;28/07/2025;3.000,00;249.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231790;MII-FB186-O2;"BRACKET; DOC FT B";8-9752-9300-3;1.920,00;PC;5.500;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0632;28/07/2025;240;1.320.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231790;MII-FB187-O;"BRACKET; EXH MANIFOLD";8975406020;1.872,00;PC;2.200;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0632;28/07/2025;324;712.800,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231790;MII-FD045-O;DOC BRKT, A;8-97524-512-2;1.848,00;PC;3.950;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0632;28/07/2025;168;663.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231791;MII-FP145-O;PIPE, PCV HOSE;8975429810;2.304,00;PC;840;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0635;28/07/2025;768;645.120,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250452;SCJP0012;RC231792;AHM-FJ022-O;JOINT BREATHER;11106-KAB -3002;3.000,00;PC;83;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0635;28/07/2025;3.000,00;249.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231793;AHM-FW034-O2;WASHER 16 MM;90501-KBN -9002;136.000,00;PC;92;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;8.000,00;739.200,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231793;SIM-FB027-O;BUMP STOPPER COMP;C7551-138-10-IN;27.360,00;PC;279;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;960;267.840,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231793;SIM-FJ014-O;JOINT METAL B;HKVB2-436-00-IN;152.000,00;PC;410;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231795;AHM-FB188-O2;BUSH, M STAND;11205-K0J -N000-H1;373.000,00;PC;88;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;36.000,00;3.168.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231795;AHM-FC064-O;COLLAR RR BRK PANEL SIDE;42313-GBG-B201;14.400,00;PC;419;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;300;125.580,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231795;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;12.000,00;864.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231795;AHM-FW079-O2;WASHER,15X25,8X4;90401-K48 -A000;43.000,00;PC;75;IDR;Yes;PPN;12,00%;26/07/2025;CNK-DO-25-07-0633;28/07/2025;4.000,00;300.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250266;SCJP0012;RC231830;KYB-FU016-O;UNDER BRACKET;12201-02059-GJ9;312.000,00;PC;451;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0623;28/07/2025;4;1.804,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250266;SCJP0012;RC231831;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;160.000,00;PC;410;IDR;Yes;PPN;12,00%;25/07/2025;CNK-DO-25-07-0624;28/07/2025;13;5.330,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231844;KYB-FU016-O;UNDER BRACKET;12201-02059-GJ9;304.000,00;PC;451;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0637;28/07/2025;8.000,00;3.608.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231843;AHM-FC064-O;COLLAR RR BRK PANEL SIDE;42313-GBG-B201;14.400,00;PC;419;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;1.200,00;502.320,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231843;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;6.000,00;432.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231842;AHM-FJ022-O;JOINT BREATHER;11106-KAB -3002;144.000,00;PC;83;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;3.000,00;249.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231842;AHM-FW034-O2;WASHER 16 MM;90501-KBN -9002;136.000,00;PC;92;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;10.000,00;924.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231842;AHM-FW056-O2;WASHER 8 MM;90483-K15-9000;25.000,00;PC;48;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;5.000,00;240.500,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231842;CHN-FC145-O2;CLAMP OIL HOSE;009-M74-053;90.000,00;PC;47;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;7.500,00;352.500,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231842;SIM-FB027-O;BUMP STOPPER COMP;C7551-138-10-IN;27.360,00;PC;279;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;480;133.920,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231842;SIM-FJ014-O;JOINT METAL B;HKVB2-436-00-IN;152.000,00;PC;410;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231843;SAS-FJ031-O;JOINT DRAIN;11345-GAG-7503;66.000,00;PC;30;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;5.000,00;150.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231843;SIM-FS032-O;SPRING SEAT;S3832-392-00-IN;20.000,00;PC;124;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0636;28/07/2025;2.000,00;248.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250266;SCJP0012;RC231867;CHN-FC145-O2;CLAMP OIL HOSE;009-M74-053;90.000,00;PC;47;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0641;28/07/2025;5.000,00;235.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231870;KYB-FU016-O;UNDER BRACKET;12201-02059-GJ9;304.000,00;PC;451;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0642;28/07/2025;8.000,00;3.608.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231871;SIM-FJ014-O;JOINT METAL B;HKVB2-436-00-IN;152.000,00;PC;410;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0639;28/07/2025;16.000,00;6.560.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231872;KYB-FU016-O;UNDER BRACKET;12201-02059-GJ9;304.000,00;PC;451;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0638;28/07/2025;8.000,00;3.608.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231868;AHM-FW034-O2;WASHER 16 MM;90501-KBN -9002;136.000,00;PC;92;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0641;28/07/2025;5.000,00;462.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231868;AHM-FW046-O2;WASHER 14,1 MM;90462-KWW -7400;24.000,00;PC;90;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0641;28/07/2025;1.000,00;90.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231868;AHM-FW056-O2;WASHER 8 MM;90483-K15-9000;25.000,00;PC;48;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0641;28/07/2025;5.000,00;240.500,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231868;AHM-FW067-O2;WASHER 12 X 24 X 2,3;90439-KWZ -9002;80.000,00;PC;55;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0641;28/07/2025;6.000,00;328.800,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;AHM-FJ022-O;JOINT BREATHER;11106-KAB -3002;168.000,00;PC;83;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;3.000,00;249.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;AHM-FP073-O2;PIN A PILLION STEP 103;95015-81000;85.000,00;PC;53;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;10.000,00;534.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;AHM-FW039-O2;WASHER SPECIAL 14 MM;90426-KZL -8400;36.000,00;PC;57;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;2.000,00;114.200,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;AHM-FW046-O2;WASHER 14,1 MM;90462-KWW -7400;24.000,00;PC;90;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;3.000,00;270.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;AHM-FW067-O2;WASHER 12 X 24 X 2,3;90439-KWZ -9002;80.000,00;PC;55;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;4.000,00;219.200,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;AHM-FW079-O2;WASHER,15X25,8X4;90401-K48 -A000;43.000,00;PC;75;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;4.000,00;300.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;SAS-FJ027-O;JOINT TUBE;19217-GET-3002;60.000,00;PC;20;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;12.000,00;240.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231869;SIM-FJ014-O;JOINT METAL B;HKVB2-436-00-IN;216.000,00;PC;410;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0640;28/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231922;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;240.000,00;PC;410;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0644;29/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231923;AHM-FC183-O2;COLLAR RR BRK SIDE;42312-K84 -9000;9.000,00;PC;206;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;1.000,00;206.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231923;AHM-FW034-O2;WASHER 16 MM;90501-KBN -9002;136.000,00;PC;92;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;4.000,00;369.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231923;CHN-FC145-O2;CLAMP OIL HOSE;009-M74-053;90.000,00;PC;47;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;2.500,00;117.500,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231923;HMI-FC221-O;CLEVIS S/A, CYL PUSH ROD;31404-EW010;576;PC;2.570;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;144;370.080,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231923;IAM-FS081-O2;SPACER, RR SPRING;P66231-2110;6.048,00;PC;525;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;3.024,00;1.587.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231923;MII-FD045-O;DOC BRKT, A;8-97524-512-2;1.848,00;PC;3.950;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;336;1.327.200,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231924;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;5.000,00;360.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231924;AHM-FW079-O2;WASHER,15X25,8X4;90401-K48 -A000;43.000,00;PC;75;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;8.000,00;600.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231924;SIM-FB028-O;BUMP STOPPER COMP;C7551-138-00-IN;10.560,00;PC;270;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;1.080,00;291.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231927;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;240.000,00;PC;410;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0644;29/07/2025;-8.000,00;-3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231928;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;240.000,00;PC;410;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0644;29/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231931;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-5.000,00;-360.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231931;AHM-FW079-O2;WASHER,15X25,8X4;90401-K48 -A000;43.000,00;PC;75;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-8.000,00;-600.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231931;SIM-FB028-O;BUMP STOPPER COMP;C7551-138-00-IN;10.560,00;PC;270;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-1.080,00;-291.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231929;AHM-FC183-O2;COLLAR RR BRK SIDE;42312-K84 -9000;9.000,10;PC;206;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-1.000,00;-206.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231929;AHM-FW034-O2;WASHER 16 MM;90501-KBN -9002;136.000,00;PC;92;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-4.000,00;-369.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231929;CHN-FC145-O2;CLAMP OIL HOSE;009-M74-053;90.000,00;PC;47;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-2.500,00;-117.500,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231929;HMI-FC221-O;CLEVIS S/A, CYL PUSH ROD;31404-EW010;576;PC;2.570;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-144;-370.080,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231929;IAM-FS081-O2;SPACER, RR SPRING;P66231-2110;6.048,00;PC;525;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-3.024,00;-1.587.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231929;MII-FD045-O;DOC BRKT, A;8-97524-512-2;1.848,00;PC;3.950;IDR;Yes;PPN;12,00%;28/07/2025;CNK-DO-25-07-0643;29/07/2025;-336;-1.327.200,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231930;AHM-FC183-O2;COLLAR RR BRK SIDE;42312-K84 -9000;9.000,10;PC;206;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;1.000,00;206.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231930;AHM-FW034-O2;WASHER 16 MM;90501-KBN -9002;136.000,00;PC;92;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;4.000,00;369.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231930;CHN-FC145-O2;CLAMP OIL HOSE;009-M74-053;90.000,00;PC;47;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;2.500,00;117.500,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231930;HMI-FC221-O;CLEVIS S/A, CYL PUSH ROD;31404-EW010;576;PC;2.570;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;144;370.080,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231930;IAM-FS081-O2;SPACER, RR SPRING;P66231-2110;6.048,00;PC;525;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;3.024,00;1.587.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231930;MII-FD045-O;DOC BRKT, A;8-97524-512-2;1.848,00;PC;3.950;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;336;1.327.200,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231932;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;5.000,00;360.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231932;AHM-FW079-O2;WASHER,15X25,8X4;90401-K48 -A000;43.000,00;PC;75;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;8.000,00;600.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231932;SIM-FB028-O;BUMP STOPPER COMP;C7551-138-00-IN;10.560,00;PC;270;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0643;29/07/2025;1.080,00;291.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231941;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0645;29/07/2025;11.000,00;792.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231959;SIM-FB028-O;BUMP STOPPER COMP;C7551-138-00-IN;10.560,00;PC;270;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0647;29/07/2025;1.440,00;388.800,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231959;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;240.000,00;PC;410;IDR;Yes;PPN;12,00%;29/07/2025;CNK-DO-25-07-0647;29/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250459;SCJP0012;RC231984;SAS-FJ031-O;JOINT DRAIN;11345-GAG-7503;10.000,00;PC;30;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0648;30/07/2025;5.000,00;150.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231983;HMI-FC221-O;CLEVIS S/A, CYL PUSH ROD;31404-EW010;576;PC;2.570;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0649;30/07/2025;144;370.080,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC231983;MII-FD045-O;DOC BRKT, A;8-97524-512-2;2.184,00;PC;3.950;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0649;30/07/2025;168;663.600,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231985;AHM-FW046-O2;WASHER 14,1 MM;90462-KWW -7400;24.000,00;PC;90;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0648;30/07/2025;5.000,00;450.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC231985;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;168.000,00;PC;410;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0648;30/07/2025;8.000,00;3.280.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250397;SCJP0012;RC232025;AHM-FW072-O2;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;72;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0652;30/07/2025;3.000,00;216.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC232026;CHN-FC145-O2;CLAMP OIL HOSE;009-M74-053;90.000,00;PC;47;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0653;30/07/2025;5.000,00;235.000,00
SCJP0012;HOTMAL JAYA PERKASA, PT;SC250348;SCJP0012;RC232026;SIM-FJ040-O;JOINT METAL B;HK0J2-436-00-IN;168.000,00;PC;410;IDR;Yes;PPN;12,00%;30/07/2025;CNK-DO-25-07-0653;30/07/2025;8.000,00;3.280.000,00
